FILIAL;CODTIPOCURSO;MODALIDADE;CODPROVA;PROVA;CODAREA;CODMATERIA;SEMESTRE;AVALIADOR;CODCURSO;CURSO;SEQOBJETOAVALIADO;CODQUESTAO;QUESTAO;CODOPCAO;OPCAO;STATUS;RESPOSTA
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;1;Efetividade das melhorias decorrentes da autoavaliação institucional;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;10;Apoio acadêmico recebido pelos docentes;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;11;Articulação do ensino, pesquisa e extensão;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;15;Em uma escala de 0 a 10, qual é a probabilidade de você recomendar a UniCatólica para um amigo/familiar?;A;10;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;16;Comentários/Sugestões para melhorias:;;;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;2;Feedback sobre os resultados da avaliação institucional;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;3;Coerência entre a Missão Institucional "Ser presença educativa, por meio de ações em rede de Ensino, Pesquisa e Extensão que propiciem a formação integral da comunidade e contribuam com a transformação da sociedade." e os Planos de Ensino;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;4;Coerência entre a Missão Institucional e os Projetos de Extensão;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;5;Coerência entre a Missão Institucional e atividades culturais e artísticas;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;6;Coerência entre a Missão Institucional e atividades de iniciação científica e tecnológica;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;7;Coerência entre a Missão Institucional e atividades relacionadas à espiritualidade;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;8;Coerência entre a Missão Institucional e iniciativas efetivas de preservação ambiental;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757155;219;Enfermagem;157388;9;Divulgação e clareza dos editais (extensão e iniciação científica);B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;1;Efetividade das melhorias decorrentes da autoavaliação institucional;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;10;Apoio acadêmico recebido pelos docentes;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;11;Articulação do ensino, pesquisa e extensão;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;15;Em uma escala de 0 a 10, qual é a probabilidade de você recomendar a UniCatólica para um amigo/familiar?;A;10;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;16;Comentários/Sugestões para melhorias:;;;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;2;Feedback sobre os resultados da avaliação institucional;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;3;Coerência entre a Missão Institucional "Ser presença educativa, por meio de ações em rede de Ensino, Pesquisa e Extensão que propiciem a formação integral da comunidade e contribuam com a transformação da sociedade." e os Planos de Ensino;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;4;Coerência entre a Missão Institucional e os Projetos de Extensão;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;5;Coerência entre a Missão Institucional e atividades culturais e artísticas;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;6;Coerência entre a Missão Institucional e atividades de iniciação científica e tecnológica;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;7;Coerência entre a Missão Institucional e atividades relacionadas à espiritualidade;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;8;Coerência entre a Missão Institucional e iniciativas efetivas de preservação ambiental;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757185;219;Enfermagem;157388;9;Divulgação e clareza dos editais (extensão e iniciação científica);A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;1;Efetividade das melhorias decorrentes da autoavaliação institucional;D;Insatisfeito;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;10;Apoio acadêmico recebido pelos docentes;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;11;Articulação do ensino, pesquisa e extensão;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;15;Em uma escala de 0 a 10, qual é a probabilidade de você recomendar a UniCatólica para um amigo/familiar?;C;8;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;16;Comentários/Sugestões para melhorias:;;;CONCLUIDO;Melhorias na infraestrutura 
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;2;Feedback sobre os resultados da avaliação institucional;D;Insatisfeito;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;3;Coerência entre a Missão Institucional "Ser presença educativa, por meio de ações em rede de Ensino, Pesquisa e Extensão que propiciem a formação integral da comunidade e contribuam com a transformação da sociedade." e os Planos de Ensino;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;4;Coerência entre a Missão Institucional e os Projetos de Extensão;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;5;Coerência entre a Missão Institucional e atividades culturais e artísticas;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;6;Coerência entre a Missão Institucional e atividades de iniciação científica e tecnológica;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;7;Coerência entre a Missão Institucional e atividades relacionadas à espiritualidade;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;8;Coerência entre a Missão Institucional e iniciativas efetivas de preservação ambiental;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757282;219;Enfermagem;157388;9;Divulgação e clareza dos editais (extensão e iniciação científica);A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;1;Efetividade das melhorias decorrentes da autoavaliação institucional;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;10;Apoio acadêmico recebido pelos docentes;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;11;Articulação do ensino, pesquisa e extensão;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;15;Em uma escala de 0 a 10, qual é a probabilidade de você recomendar a UniCatólica para um amigo/familiar?;A;10;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;16;Comentários/Sugestões para melhorias:;;;CONCLUIDO;Melhoria em relação as matérias optativas. 
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;2;Feedback sobre os resultados da avaliação institucional;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;3;Coerência entre a Missão Institucional "Ser presença educativa, por meio de ações em rede de Ensino, Pesquisa e Extensão que propiciem a formação integral da comunidade e contribuam com a transformação da sociedade." e os Planos de Ensino;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;4;Coerência entre a Missão Institucional e os Projetos de Extensão;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;5;Coerência entre a Missão Institucional e atividades culturais e artísticas;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;6;Coerência entre a Missão Institucional e atividades de iniciação científica e tecnológica;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;7;Coerência entre a Missão Institucional e atividades relacionadas à espiritualidade;C;Regular;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;8;Coerência entre a Missão Institucional e iniciativas efetivas de preservação ambiental;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757313;308;Direito;157388;9;Divulgação e clareza dos editais (extensão e iniciação científica);B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;1;Efetividade das melhorias decorrentes da autoavaliação institucional;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;10;Apoio acadêmico recebido pelos docentes;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;11;Articulação do ensino, pesquisa e extensão;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;15;Em uma escala de 0 a 10, qual é a probabilidade de você recomendar a UniCatólica para um amigo/familiar?;A;10;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;16;Comentários/Sugestões para melhorias:;;;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;2;Feedback sobre os resultados da avaliação institucional;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;3;Coerência entre a Missão Institucional "Ser presença educativa, por meio de ações em rede de Ensino, Pesquisa e Extensão que propiciem a formação integral da comunidade e contribuam com a transformação da sociedade." e os Planos de Ensino;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;4;Coerência entre a Missão Institucional e os Projetos de Extensão;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;5;Coerência entre a Missão Institucional e atividades culturais e artísticas;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;6;Coerência entre a Missão Institucional e atividades de iniciação científica e tecnológica;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;7;Coerência entre a Missão Institucional e atividades relacionadas à espiritualidade;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;8;Coerência entre a Missão Institucional e iniciativas efetivas de preservação ambiental;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91757561;219;Enfermagem;157388;9;Divulgação e clareza dos editais (extensão e iniciação científica);A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;1;Efetividade das melhorias decorrentes da autoavaliação institucional;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;10;Apoio acadêmico recebido pelos docentes;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;11;Articulação do ensino, pesquisa e extensão;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;15;Em uma escala de 0 a 10, qual é a probabilidade de você recomendar a UniCatólica para um amigo/familiar?;A;10;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;16;Comentários/Sugestões para melhorias:;;;CONCLUIDO;Não tenho sugestões.
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;2;Feedback sobre os resultados da avaliação institucional;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;3;Coerência entre a Missão Institucional "Ser presença educativa, por meio de ações em rede de Ensino, Pesquisa e Extensão que propiciem a formação integral da comunidade e contribuam com a transformação da sociedade." e os Planos de Ensino;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;5;Coerência entre a Missão Institucional e atividades culturais e artísticas;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;7;Coerência entre a Missão Institucional e atividades relacionadas à espiritualidade;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;8;Coerência entre a Missão Institucional e iniciativas efetivas de preservação ambiental;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758019;308;Direito;157388;9;Divulgação e clareza dos editais (extensão e iniciação científica);A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;1;Efetividade das melhorias decorrentes da autoavaliação institucional;D;Insatisfeito;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;10;Apoio acadêmico recebido pelos docentes;C;Regular;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;11;Articulação do ensino, pesquisa e extensão;C;Regular;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;15;Em uma escala de 0 a 10, qual é a probabilidade de você recomendar a UniCatólica para um amigo/familiar?;E;6;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;16;Comentários/Sugestões para melhorias:;;;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;2;Feedback sobre os resultados da avaliação institucional;C;Regular;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;3;Coerência entre a Missão Institucional "Ser presença educativa, por meio de ações em rede de Ensino, Pesquisa e Extensão que propiciem a formação integral da comunidade e contribuam com a transformação da sociedade." e os Planos de Ensino;D;Insatisfeito;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;4;Coerência entre a Missão Institucional e os Projetos de Extensão;C;Regular;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;5;Coerência entre a Missão Institucional e atividades culturais e artísticas;C;Regular;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;6;Coerência entre a Missão Institucional e atividades de iniciação científica e tecnológica;D;Insatisfeito;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;7;Coerência entre a Missão Institucional e atividades relacionadas à espiritualidade;D;Insatisfeito;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;8;Coerência entre a Missão Institucional e iniciativas efetivas de preservação ambiental;D;Insatisfeito;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758020;210;Medicina Veterinária;157388;9;Divulgação e clareza dos editais (extensão e iniciação científica);C;Regular;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758031;213;Psicologia;157388;1;Efetividade das melhorias decorrentes da autoavaliação institucional;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758031;213;Psicologia;157388;10;Apoio acadêmico recebido pelos docentes;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758031;213;Psicologia;157388;11;Articulação do ensino, pesquisa e extensão;A;Excelente;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758031;213;Psicologia;157388;15;Em uma escala de 0 a 10, qual é a probabilidade de você recomendar a UniCatólica para um amigo/familiar?;A;10;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758031;213;Psicologia;157388;16;Comentários/Sugestões para melhorias:;;;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758031;213;Psicologia;157388;2;Feedback sobre os resultados da avaliação institucional;B;Bom;CONCLUIDO;
2;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;00761;Avaliação Discente UniCatolica 2026.1;218;2;7;91758031;213;Psicologia;157388;3;Coerência entre a Missão Institucional "Ser presença educativa, por meio de ações em rede de Ensino, Pesquisa e Extensão que propiciem a formação integral da comunidade e contribuam com a transformação da sociedade." e os Planos de Ensino;A;Excelente;CONCLUIDO;
